<Meta>,<Event>,<Severity>,<Privacy>,<Subject>,<Owner>,<Object>,<Object>,<Object>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Operation>,<Client>
<Def>,DeviceCertificate.Delete.Failure,Critical,TRUE,<privacy>,,"<unclassified>
証明書のissuerとserialNumber
(証明書自体が削除済みなどのケースで情報が取り出せない場合は空文字)","<unclassified>
証明書のsubject
(なければ、subjectAltName)
(証明書自体が削除済みなどのケースで情報が取り出せない場合は空文字)",,,"<UNCLASSIFIED>
失敗理由
アクセス権なしなど",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,DeviceCertificate.AttributeChange.Start,Notice,TRUE,<privacy>,,,,,"<UNCLASSIFIED>
変更開始時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,DeviceCertificate.AttributeChange.Accept,Notice,TRUE,<PRIVACY>,,"<UNCLASSIFIED>
証明書のissuerとserialNumber","<UNCLASSIFIED>
証明書のsubject
(なければ、subjectAltName)",,"<UNCLASSIFIED>
デバイス証明書の属性情報変更開始と同じ時間",,"<UNCLASSIFIED>
変更された属性の識別情報","<PRIVACY>
変更前の値","<PRIVACY>
変更後の値",,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,DeviceCertificate.AttributeChange.Reject,Critical,TRUE,<privacy>,,"<unclassified>
証明書のissuerとserialNumber
(証明書の指定不正などのケースで情報が取り出せない場合は空文字)","<unclassified>
証明書のsubject
(なければ、subjectAltName)
(証明書の指定不正などのケースで情報が取り出せない場合は空文字)",,"<UNCLASSIFIED>
デバイス証明書の属性情報変更開始と同じ時間","<UNCLASSIFIED>
失敗理由
アクセス権なしなど","<unclassified>
変更要求された属性の識別情報","<privacy>
変更要求された値",,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,DeviceCertificate.AttributeChange.Success,Notice,TRUE,<PRIVACY>,,,,,"<UNCLASSIFIED>
デバイス証明書の属性情報変更開始と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,DeviceCertificate.AttributeChange.Failure,Warning,TRUE,<privacy>,,,,,"<UNCLASSIFIED>
デバイス証明書の属性情報変更開始と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.Add.Start,Notice,TRUE,<privacy>,,,,,"<UNCLASSIFIED>
追加開始時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.Add.Success,Notice,TRUE,<PRIVACY>,,"<UNCLASSIFIED>
証明書のissuerとserialNumber","<UNCLASSIFIED>
証明書のsubject
(なければ、subjectAltName)",,"<UNCLASSIFIED>
デバイス証明書、CA証明書もしくは個人証明書の追加開始と同じ時間","<UNCLASSIFIED>
正常終了(OK)、または、
既存のため非実行（ALREADY_COMMITTED）",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.Add.Failure,Warning,TRUE,<privacy>,,"<unclassified>
証明書のissuerとserialNumber
(証明書が不正で情報が取り出せない場合は空文字)","<unclassified>
証明書のsubject
(なければ、subjectAltName)
(証明書が不正で情報が取り出せない場合は空文字)",,"<UNCLASSIFIED>
デバイス証明書、CA証明書もしくは個人証明書の追加開始と同じ時間","<UNCLASSIFIED>
失敗理由
アクセス権なしなど",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.Add.Complete,Notice,TRUE,<privacy>,,,,,"<UNCLASSIFIED>
CA証明書の追加開始と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.Delete.Success,Notice,TRUE,<PRIVACY>,,"<UNCLASSIFIED>
証明書のissuerとserialNumber","<UNCLASSIFIED>
証明書のsubject
(なければ、subjectAltName)",,,,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.Delete.Failure,Critical,TRUE,<privacy>,,"<unclassified>
証明書のissuerとserialNumber
(証明書自体が削除済みなどのケースで情報が取り出せない場合は空文字)","<unclassified>
証明書のsubject
(なければ、subjectAltName)
(証明書自体が削除済みなどのケースで情報が取り出せない場合は空文字)",,,"<UNCLASSIFIED>
失敗理由
アクセス権なしなど。",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.AttributeChange.Start,Notice,TRUE,<privacy>,,,,,"<UNCLASSIFIED>
変更開始時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.AttributeChange.Accept,Notice,TRUE,<PRIVACY>,,"<UNCLASSIFIED>
証明書のissuerとserialNumber","<UNCLASSIFIED>
証明書のsubject
(なければ、subjectAltName)",,"<UNCLASSIFIED>
CA証明書の属性情報変更開始と同じ時間",,"<UNCLASSIFIED>
変更された属性の識別情報","<PRIVACY>
変更前の値","<PRIVACY>
変更後の値",,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.AttributeChange.Reject,Warning,TRUE,<privacy>,,"<unclassified>
証明書のissuerとserialNumber
(証明書の指定不正などのケースで情報が取り出せない場合は空文字)","<unclassified>
証明書のsubject
(なければ、subjectAltName)
(証明書の指定不正などのケースで情報が取り出せない場合は空文字)",,"<UNCLASSIFIED>
CA証明書の属性情報変更開始と同じ時間","<UNCLASSIFIED>
失敗理由
アクセス権なしなど","<unclassified>
変更要求された属性の識別情報","<privacy>
変更要求された値",,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.AttributeChange.Success,Notice,TRUE,<PRIVACY>,,,,,"<UNCLASSIFIED>
CA証明書の属性情報変更開始と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CACertificate.AttributeChange.Failure,Warning,TRUE,<privacy>,,,,,"<UNCLASSIFIED>
CA証明書の属性情報変更開始と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,UserCertificate.Add.Start,Warning,TRUE,<privacy>,"<INTERNAL>
証明書を追加された人
","<PRIVACY>
証明書の追加要求された人のユーザ管理番号",,,"<UNCLASSIFIED>
追加開始時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,UserCertificate.Add.Success,Warning,TRUE,<PRIVACY>,"<INTERNAL>
証明書を追加された人
","<PRIVACY>
証明書の追加要求された人のユーザ管理番号","<privacy>
ユーザ名（表示用の名称)
(設定されていない場合は空文字を出力する)","<UNCLASSIFIED>
ユーザが所属するクラス","<UNCLASSIFIED>
個人証明書の追加開始と同じ時間",,"<PRIVACY>
証明書のissuer, serialNumber","<PRIVACY>
証明書のsubjest(,subjestがなければ、subjectAltName）","<PRIVACY>
秘密鍵のある・なし",,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,UserCertificate.Add.Failure,Warning,TRUE,<privacy>,"<INTERNAL>
証明書を追加されそうになった人","<PRIVACY>
証明書の追加要求された人のユーザ管理番号",,,"<UNCLASSIFIED>
個人証明書の追加開始と同じ時間","<UNCLASSIFIED>
失敗理由
アクセス権なしなど","<privacy>
証明書のissuer, serialNumber
(証明書が不正で情報が取り出せない場合は空文字)","<privacy>
証明書のsubjest(,subjestがなければ、subjectAltName）
(証明書が不正で情報が取り出せない場合は空文字)","<privacy>
秘密鍵のある・なし
(証明書が不正で情報が取り出せない場合は空文字)",,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,UserCertificate.Add.Complete,Warning,TRUE,<privacy>,"<INTERNAL>
証明書を追加された人
","<PRIVACY>
証明書の追加要求された人のユーザ管理番号",,,"<UNCLASSIFIED>
個人証明書の追加開始と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,UserCertificate.Delete.Success,Warning,TRUE,<PRIVACY>,"<INTERNAL>
証明書が削除された人","<PRIVACY>
証明書が削除された人のユーザ管理番号","<privacy>
ユーザ名（表示用の名称)
(設定されていない場合は空文字を出力する)","<UNCLASSIFIED>
ユーザが所属するクラス",,,"<PRIVACY>
証明書のissuer, serialNumber","<PRIVACY>
証明書のsubjest(,subjestがなければ、subjectAltName）","<PRIVACY>
秘密鍵のある・なし",,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,UserCertificate.Delete.Failure,Critical,TRUE,<privacy>,"<INTERNAL>
証明書が削除されそうになった人","<PRIVACY>
証明書が削除されそうになった人のユーザ管理番号",,,,"<UNCLASSIFIED>
失敗理由
アクセス権なしなど",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,ContactInfoCertificate.Add.Start,Warning,TRUE,<privacy>,"<internal>
宛先表エントリ(コンタクト情報）のオーナ
(特定できない場合には空文字を出力)","<PRIVACY>
宛先管理番号
",,,"<UNCLASSIFIED>
追加開始時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,ContactInfoCertificate.Add.Success,Warning,TRUE,<PRIVACY>,"<INTERNAL>
宛先表エントリ(コンタクト情報）のオーナ","<PRIVACY>
宛先管理番号","<privacy>
宛先名
(設定されていない場合は空文字を出力)",,"<UNCLASSIFIED>
「宛先表エントリ(コンタクト情報)への証明書の追加開始」と同じ時間",,"<PRIVACY>
証明書のissuer, serialNumber","<PRIVACY>
証明書のsubjest(,subjestがなければ、subjectAltName）",,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,ContactInfoCertificate.Add.Failure,Warning,TRUE,<privacy>,"<internal>
宛先表エントリ(コンタクト情報）のオーナ
(特定できない場合には空文字を出力)","<PRIVACY>
宛先管理番号",,,"<UNCLASSIFIED>
「宛先表エントリ(コンタクト情報)への証明書の追加開始」と同じ時間","<UNCLASSIFIED>
失敗理由
アクセス権なしなど","<privacy>
証明書のissuer, serialNumber
(データ不正などで、情報が取り出せない場合は空文字を出力)","<privacy>
証明書のsubjest(,subjestがなければ、subjectAltName）
(データ不正などで、情報が取り出せない場合は空文字を出力)",,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,ContactInfoCertificate.Add.Complete,Warning,TRUE,<privacy>,"<internal>
宛先表エントリ(コンタクト情報）のオーナ
(特定できない場合には空文字を出力)","<PRIVACY>
宛先管理番号",,,"<UNCLASSIFIED>
「宛先表エントリ(コンタクト情報)への証明書の追加開始」と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,ContactInfoCertificate.Delete.Success,Warning,TRUE,<PRIVACY>,"<INTERNAL>
宛先表エントリ(コンタクト情報）のオーナ","<PRIVACY>
宛先管理番号","<privacy>
宛先名
(設定されていない場合は空文字を出力)",,,,"<PRIVACY>
証明書のissuer, serialNumber","<PRIVACY>
証明書のsubjest(,subjestがなければ、subjectAltName）",,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,ContactInfoCertificate.Delete.Failure,Critical,TRUE,<privacy>,"<internal>
宛先表エントリ(コンタクト情報）のオーナ
(特定できない場合には空文字を出力)","<PRIVACY>
宛先管理番号",,,,"<UNCLASSIFIED>
失敗理由
アクセス権なしなど",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.ManualImport.Success,Warning,TRUE,<PRIVACY>,,"<UNCLASSIFIED>
CRLのissuerとCRL Number",,,,,"<unclassified>
CRLに記述されたCRLの発行分配点名(DistributionPointName)
（無い場合は空文字列)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.ManualImport.Failure,Warning,TRUE,<privacy>,,"<UNCLASSIFIED>
CRLのissuerとCRL Number",,,,"<UNCLASSIFIED>
失敗理由","<unclassified>
CRLに記述されたCRLの発行分配点名(DistributionPointName)
（無い場合は空文字列)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.AutoFetch.Success,Warning,TRUE,,,"<UNCLASSIFIED>
CRLのissuerとCRL Number",,,,,"<UNCLASSIFIED>
CRLに記述されたCRLの発行分配点名(DistributionPointName)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.AutoFetch.Failure,Warning,TRUE,,,"<unclassified>
CRLのissuerとCRL Number
（CRLの取得が失敗したケースで情報が得られない場合は空文字を出力する）",,,,"<UNCLASSIFIED>
失敗理由","<UNCLASSIFIED>
CRLに記述されたCRLの発行分配点名(DistributionPointName)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.Delete.Success,Warning,TRUE,<PRIVACY>,,"<UNCLASSIFIED>
CRLのissuerとCRL Number",,,,,"<unclassified>
CRLに記述されたCRLの発行分配点名(DistributionPointName)
（無い場合は空文字列)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.Delete.Failure,Warning,TRUE,<privacy>,,"<unclassified>
CRLのissuerとCRL Number
(CRLが削除済みなどのケースで情報が取り出せない場合は空文字を出力する)",,,,"<UNCLASSIFIED>
失敗理由","<unclassified>
CRLに記述されたCRLの発行分配点名(DistributionPointName)
（無い場合や情報が取り出せない場合は空文字)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.AutoDelete.Success,Warning,TRUE,,,"<UNCLASSIFIED>
CRLのissuerとCRL Number",,,,,"<unclassified>
CRLに記述されたCRLの発行分配点名(DistributionPointName)
（無い場合は空文字列)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,CRL.AutoDelete.Failure,Warning,TRUE,,,"<unclassified>
CRLのissuerとCRL Number
(CRLが削除済みなどのケースで情報が取り出せない場合は空文字を出力する)",,,,"<UNCLASSIFIED>
失敗理由","<unclassified>
CRLに記述されたCRLの発行分配点名(DistributionPointName)
（無い場合や情報が取り出せない場合は空文字)",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,OCSP.Communication.Failure,Warning,"FALSE
",,,"<UNCLASSIFIED>
証明書のissuerとserialNumber
","<UNCLASSIFIED>
証明書のsubject
(なければ、subjectAltName)",,,"<UNCLASSIFIED>
失敗理由","<UNCLASSIFIED>
OCSPレスポンだのURL",,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,Cryptograph.PrivateKeyPassword.Success,Critical,TRUE,<PRIVACY>,"<INTERNAL>
利用する秘密鍵のオーナ","<PRIVACY>
証明書のissuerとserialNumber","<PRIVACY>
証明書のsubject
(なければ、subjectAltName)",,,,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,Cryptograph.PrivateKeyPassword.Failure,Critical,TRUE,<privacy>,"<INTERNAL>
利用する秘密鍵のオーナ","<privacy>
証明書のissuerとserialNumber
(証明書が不正で情報が取り出せない場合は空文字)","<privacy>
証明書のsubject
(なければ、subjectAltName)
(証明書が不正で情報が取り出せない場合は空文字)",,,"<PRIVACY>
失敗理由",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,Cryptograph.Sign.Success,Notice,TRUE,<PRIVACY>,"<internal>
利用する秘密鍵のオーナ
(デバイス証明書に対応する秘密鍵を利用した場合は空文字)","<PRIVACY>
証明書のissuerとserialNumber","<PRIVACY>
証明書のsubject
(なければ、subjectAltName)",,,,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,Cryptograph.Sign.Failure,Critical,TRUE,<privacy>,"<internal>
利用する秘密鍵のオーナ
(デバイス証明書に対応する秘密鍵を利用した場合は空文字)","<privacy>
証明書のissuerとserialNumber
(証明書が不正で情報が取り出せない場合は空文字)","<privacy>
証明書のsubject
(なければ、subjectAltName)
(証明書が不正で情報が取り出せない場合は空文字)",,,"<PRIVACY>
失敗理由",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,Cryptograph.DecryptByPrivateKey.Success,Notice,TRUE,<PRIVACY>,"<internal>
利用する秘密鍵のオーナ
(デバイス証明書に対応する秘密鍵を利用した場合は空文字)","<PRIVACY>
証明書のissuerとserialNumber","<PRIVACY>
証明書のsubject
(なければ、subjectAltName)",,,,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,Cryptograph.DecryptByPrivateKey.Failure,Critical,TRUE,<privacy>,"<internal>
利用する秘密鍵のオーナ
(デバイス証明書に対応する秘密鍵を利用した場合は空文字)","<privacy>
証明書のissuerとserialNumber
(証明書が不正で情報が取り出せない場合は空文字)","<privacy>
証明書のsubject
(なければ、subjectAltName)
(証明書が不正で情報が取り出せない場合は空文字)",,,"<PRIVACY>
失敗理由",,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,Cryptograph.SMIMESign.Success,Notice,TRUE,<PRIVACY>,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,,,,,,,jp.co.fujixerox.spider.util.deliverycomp.DeliveryUtilityComponent
<Def>,Cryptograph.SMIMESign.Failure,Critical,TRUE,<PRIVACY>,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,,,,,,,jp.co.fujixerox.spider.util.deliverycomp.DeliveryUtilityComponent
<Def>,Cryptograph.SMIMEEncrypt.Success,Notice,TRUE,<PRIVACY>,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<PRIVACY>
暗号モード
(暗号方式や、鍵長)",,,,,,jp.co.fujixerox.spider.util.deliverycomp.DeliveryUtilityComponent
<Def>,Cryptograph.SMIMEEncrypt.Failure,Critical,TRUE,<PRIVACY>,"<INTERNAL>
ジョブのオーナ","<UNCLASSIFIED>
JobID",,,,,"<PRIVACY>
暗号モード
(暗号方式や、鍵長)",,,,,,jp.co.fujixerox.spider.util.deliverycomp.DeliveryUtilityComponent
<Def>,Cryptograph.DocumentSign.Success,Notice,TRUE,<PRIVACY>,"<INTERNAL>
ドキュメントの作成者","<UNCLASSIFIED>
DocumentID",,"<UNCLASSIFIED>
DocumentType
（PDF,DocuWorksなど)",,,,,,,,,jp.co.fujixerox.spider.runtime.ipcomp.ImageProcessingComponent
<Def>,Cryptograph.DocumentSign.Failure,Critical,TRUE,<PRIVACY>,"<INTERNAL>
ドキュメントの作成者","<UNCLASSIFIED>
DocumentID",,"<UNCLASSIFIED>
DocumentType
（PDF,DocuWorksなど)",,"<PRIVACY>
失敗理由",,,,,,,jp.co.fujixerox.spider.runtime.ipcomp.ImageProcessingComponent
<Def>,Cryptograph.DocumentEncrypt.Success,Notice,TRUE,<PRIVACY>,"<INTERNAL>
ドキュメントの作成者","<UNCLASSIFIED>
DocumentID",,"<UNCLASSIFIED>
DocumentType
（PDF,DocuWorksなど)",,,"<privacy>
セキュリティー設定
(設定がない場合は空文字)",,,,,,jp.co.fujixerox.spider.runtime.ipcomp.ImageProcessingComponent
<Def>,Cryptograph.DocumentEncrypt.Failure,Critical,TRUE,<PRIVACY>,"<INTERNAL>
ドキュメントの作成者","<UNCLASSIFIED>
DocumentID",,"<UNCLASSIFIED>
DocumentType
（PDF,DocuWorksなど)",,"<PRIVACY>
失敗理由","<privacy>
セキュリティー設定
(設定がない場合は空文字)",,,,,,jp.co.fujixerox.spider.runtime.ipcomp.ImageProcessingComponent
<Def>,SSL.ClientConnection.Failure,Critical,TRUE,"<privacy>
(認証時など要求者を特定できない場合には空文字を記録)",,,,,,,"<PRIVACY>
アクセス先のURI",,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,SSL.ServerConnection.Failure,Critical,TRUE,,,,,,,,"<PRIVACY>
アクセス元のデバイス名やIPアドレス等",,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,IPSecConnection.Failure,Critical,TRUE,,,,,,,,"<PRIVACY>
通信先のIPアドレス?",,,,,,jp.co.fujixerox.spider.infra.audit.AuditLogDaemon
<Def>,SystemData.Change.Success,Notice,TRUE,<PRIVACY>,,"<PRIVACY>
System Dataの識別情報",,,,,"<PRIVACY>
変更後の値",,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
<Def>,SystemData.Change.Failure,Warning,TRUE,<privacy>,,"<PRIVACY>
System Dataの識別情報",,,,"<PRIVACY>
失敗理由","<PRIVACY>
変更要求された値",,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
<Def>,SystemData.Add.Success,Notice,TRUE,<PRIVACY>,,"<PRIVACY>
System Dataの識別情報",,,,,"<PRIVACY>
追加された値",,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
<Def>,SystemData.Add.Failure,Warning,TRUE,<privacy>,,"<PRIVACY>
System Dataの識別情報",,,,"<PRIVACY>
失敗理由","<PRIVACY>
追加要求された値",,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
<Def>,SystemData.Delete.Success,Notice,TRUE,<PRIVACY>,,"<PRIVACY>
System Dataの識別情報",,,,,,,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
<Def>,SystemData.Delete.Failure,Warning,TRUE,<privacy>,,"<PRIVACY>
System Dataの識別情報",,,,"<PRIVACY>
失敗理由",,,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
<Def>,SystemData.Modify.Start,Notice,TRUE,<privacy>,,,,,"<UNCLASSIFIED>
変更要求開始時間",,,,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
<Def>,SystemData.Modify.DestinationInfo,Notice,TRUE,<privacy>,,"<PRIVACY>
System Dataの変更先情報",,,"<UNCLASSIFIED>
「システムデータの変更要求開始」と同じ時間",,,,,,,,jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent
<Def>,SystemData.Change.Accept,Notice,TRUE,<PRIVACY>,,"<PRIVACY>
System Dataの識別情報",,,"<UNCLASSIFIED>
「システムデータの変更要求開始」と同じ時間",,"<PRIVACY>
変更要求された値",,,,,,"jp.co.fujixerox.spider.runtime.sdcomp.SystemDataManagerComponent
jp.co.fujixerox.spider.runtime.pauthcomp.PrincipalAuthorityComponent"
